Item,period_day,weekday_weekend
Coffee,morning,weekday
Pastry,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Baguette,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Juice,morning,weekday
Scone,morning,weekday
Cookies,morning,weekday
Toast,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Tea,morning,weekday
Tiffin,morning,weekday
Tea,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Brownie,morning,weekday
Cake,morning,weekday
Tea,morning,weekday
Coffee,morning,weekday
Cookies,morning,weekday
Bread,morning,weekday
Pastry,morning,weekday
Sandwich,morning,weekday
Toast,morning,weekday
Tea,morning,weekday
Tea,morning,weekday
Bread,morning,weekday
Toast,morning,weekday
Farm House,morning,weekday
Coffee,morning,weekday
Toast,morning,weekday
Bread,morning,weekday
Medialuna,morning,weekday
Coffee,morning,weekday
Alfajores,morning,weekday
Muffin,morning,weekday
Coffee,morning,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Sandwich,afternoon,weekday
Bread,afternoon,weekday
Tea,afternoon,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Tiffin,afternoon,weekday
Medialuna,afternoon,weekday
Sandwich,afternoon,weekday
Coffee,afternoon,weekday
Soup,afternoon,weekday
Sandwich,afternoon,weekday
Cake,afternoon,weekday
Tea,afternoon,weekday
Coffee,afternoon,weekday
Sandwich,afternoon,weekday
Muffin,afternoon,weekday
Cake,afternoon,weekday
Tea,afternoon,weekday
Coffee,afternoon,weekday
Soup,afternoon,weekday
Soup,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Cake,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Brownie,afternoon,weekday
Jam,afternoon,weekday
Brownie,afternoon,weekday
Cake,afternoon,weekday
Coffee,afternoon,weekday
Cake,afternoon,weekday
Muffin,afternoon,weekday
Toast,afternoon,weekday
Coffee,afternoon,weekday
Tea,afternoon,weekday
Tea,afternoon,weekday
Tea,afternoon,weekday
Scone,afternoon,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Tiffin,afternoon,weekday
Mineral water,afternoon,weekday
Alfajores,afternoon,weekday
Scone,afternoon,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Smoothies,afternoon,weekday
Chicken Stew,afternoon,weekday
Soup,afternoon,weekday
Soup,afternoon,weekday
Sandwich,afternoon,weekday
Bread,afternoon,weekday
Tea,afternoon,weekday
Tiffin,afternoon,weekday
Bread,afternoon,weekday
Spanish Brunch,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Brownie,afternoon,weekday
Coffee,afternoon,weekday
Truffles,afternoon,weekday
Sandwich,afternoon,weekday
Sandwich,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Mineral water,afternoon,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Alfajores,afternoon,weekday
Mineral water,afternoon,weekday
Coffee,afternoon,weekday
Hot chocolate,afternoon,weekday
Cookies,afternoon,weekday
Cookies,afternoon,weekday
Farm House,afternoon,weekday
Tea,afternoon,weekday
Bread,afternoon,weekday
Brownie,afternoon,weekday
Coffee,evening,weekday
Alfajores,evening,weekday
Tea,evening,weekday
Coffee,morning,weekend
Bread,morning,weekend
Pastry,morning,weekend
Farm House,morning,weekend
Eggs,morning,weekend
Bread,morning,weekend
Coffee,morning,weekend
Bread,morning,weekend
Coffee,morning,weekend
Coke,morning,weekend
Toast,morning,weekend
Cake,morning,weekend
Muffin,morning,weekend
Muffin,morning,weekend
Muffin,morning,weekend
Bread,morning,weekend
Bread,morning,weekend
Scandinavian,morning,weekend
Bread,morning,weekend
Bread,morning,weekend
Pastry,morning,weekend
Medialuna,morning,weekend
Bread,morning,weekend
Bread,morning,weekend
Bread,morning,weekend
Baguette,morning,weekend
Scandinavian,morning,weekend
Cookies,morning,weekend
Bread,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Cake,morning,weekend
Cake,morning,weekend
Bread,morning,weekend
Pastry,morning,weekend
Coffee,morning,weekend
Bread,morning,weekend
Pastry,morning,weekend
Pastry,morning,weekend
Coffee,morning,weekend
Scone,morning,weekend
Toast,morning,weekend
Coffee,morning,weekend
Bread,morning,weekend
Scone,morning,weekend
Bread,morning,weekend
Pastry,morning,weekend
Tea,morning,weekend
Bread,morning,weekend
Alfajores,morning,weekend
Medialuna,morning,weekend
Bread,morning,weekend
Jam,morning,weekend
Coffee,morning,weekend
Brownie,morning,weekend
Coffee,morning,weekend
Tea,morning,weekend
Cookies,morning,weekend
Juice,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Scandinavian,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Cookies,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Pastry,morning,weekend
Pastry,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Medialuna,morning,weekend
Medialuna,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Tea,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Coke,morning,weekend
Bread,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Tiffin,afternoon,weekend
Medialuna,afternoon,weekend
Alfajores,afternoon,weekend
Brownie,afternoon,weekend
Bread,afternoon,weekend
Baguette,afternoon,weekend
Coffee,afternoon,weekend
Cake,afternoon,weekend
Alfajores,afternoon,weekend
Tea,afternoon,weekend
Tea,afternoon,weekend
Coffee,afternoon,weekend
Cake,afternoon,weekend
The Nomad,afternoon,weekend
Chicken Stew,afternoon,weekend
Cake,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Hot chocolate,afternoon,weekend
Brownie,afternoon,weekend
Coffee,afternoon,weekend
Nomad bag,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Bread,afternoon,weekend
Mineral water,afternoon,weekend
Salad,afternoon,weekend
Soup,afternoon,weekend
Cake,afternoon,weekend
Extra Salami or Feta,afternoon,weekend
Tea,afternoon,weekend
Bread,afternoon,weekend
Soup,afternoon,weekend
Coffee,afternoon,weekend
Sandwich,afternoon,weekend
Sandwich,afternoon,weekend
Tea,afternoon,weekend
Coffee,afternoon,weekend
Extra Salami or Feta,afternoon,weekend
Salad,afternoon,weekend
Bread,afternoon,weekend
Sandwich,afternoon,weekend
Bread,afternoon,weekend
Sandwich,afternoon,weekend
Coffee,afternoon,weekend
Hot chocolate,afternoon,weekend
Coke,afternoon,weekend
Juice,afternoon,weekend
Chocolates,afternoon,weekend
Tea,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Cake,afternoon,weekend
Cake,afternoon,weekend
Coffee,afternoon,weekend
Soup,afternoon,weekend
Soup,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Cookies,afternoon,weekend
Scone,afternoon,weekend
Hot chocolate,afternoon,weekend
Tea,afternoon,weekend
Tiffin,afternoon,weekend
Bread,afternoon,weekend
Scone,afternoon,weekend
Muffin,afternoon,weekend
Cake,afternoon,weekend
Tea,afternoon,weekend
Bread,afternoon,weekend
Sandwich,afternoon,weekend
Coke,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Cake,afternoon,weekend
Cake,afternoon,weekend
Coffee,afternoon,weekend
Sandwich,afternoon,weekend
Bread,afternoon,weekend
Medialuna,afternoon,weekend
Cake,afternoon,weekend
Cake,afternoon,weekend
Cookies,afternoon,weekend
Coffee,afternoon,weekend
Bread,afternoon,weekend
Hot chocolate,evening,weekend
Cake,evening,weekend
Hot chocolate,evening,weekend
Cake,evening,weekend
Coffee,morning,weekend
Medialuna,morning,weekend
Fudge,morning,weekend
Bread,morning,weekend
Coffee,morning,weekend
Medialuna,morning,weekend
Fudge,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Scone,morning,weekend
Medialuna,morning,weekend
Bread,morning,weekend
Medialuna,morning,weekend
Coffee,morning,weekend
Medialuna,morning,weekend
Cake,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Juice,morning,weekend
Soup,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Tea,morning,weekend
Coffee,morning,weekend
Medialuna,morning,weekend
Art Tray,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Toast,morning,weekend
Medialuna,morning,weekend
Coffee,morning,weekend
Medialuna,morning,weekend
Medialuna,morning,weekend
Cake,morning,weekend
Scone,morning,weekend
Farm House,morning,weekend
Eggs,morning,weekend
Bread,morning,weekend
Medialuna,morning,weekend
Coffee,morning,weekend
Farm House,morning,weekend
Bread,morning,weekend
Alfajores,morning,weekend
Scone,morning,weekend
Jammie Dodgers,morning,weekend
Cake,morning,weekend
Bread,morning,weekend
Scone,morning,weekend
Bread,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Hot chocolate,morning,weekend
Coffee,morning,weekend
Hot chocolate,morning,weekend
Sandwich,morning,weekend
Cake,morning,weekend
Alfajores,morning,weekend
Pastry,morning,weekend
Baguette,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Bread,morning,weekend
Tea,afternoon,weekend
Tea,afternoon,weekend
The Nomad,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Alfajores,afternoon,weekend
Scone,afternoon,weekend
Sandwich,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Juice,afternoon,weekend
Bread,afternoon,weekend
Farm House,afternoon,weekend
Cookies,afternoon,weekend
Cake,afternoon,weekend
Jammie Dodgers,afternoon,weekend
Hot chocolate,afternoon,weekend
Bread,afternoon,weekend
Bread,afternoon,weekend
Tea,afternoon,weekend
Cookies,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Juice,afternoon,weekend
Sandwich,afternoon,weekend
Sandwich,afternoon,weekend
Cookies,afternoon,weekend
Cookies,afternoon,weekend
Extra Salami or Feta,afternoon,weekend
Coffee,afternoon,weekend
Jammie Dodgers,afternoon,weekend
Tiffin,afternoon,weekend
Bread,afternoon,weekend
Juice,afternoon,weekend
Tea,afternoon,weekend
Coffee,afternoon,weekend
Pastry,afternoon,weekend
Cake,afternoon,weekend
Bread,afternoon,weekend
Coffee,afternoon,weekend
Tea,afternoon,weekend
Pastry,afternoon,weekend
Coffee,afternoon,weekend
Toast,afternoon,weekend
Coffee,afternoon,weekend
Bread,afternoon,weekend
Coffee,afternoon,weekend
Spanish Brunch,afternoon,weekend
Soup,afternoon,weekend
Tea,afternoon,weekend
Tea,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Art Tray,afternoon,weekend
Soup,afternoon,weekend
Soup,afternoon,weekend
Salad,afternoon,weekend
Spanish Brunch,afternoon,weekend
Sandwich,afternoon,weekend
Sandwich,afternoon,weekend
Cookies,afternoon,weekend
Juice,afternoon,weekend
Spanish Brunch,afternoon,weekend
Cake,afternoon,weekend
Bread,afternoon,weekend
Soup,afternoon,weekend
Spanish Brunch,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Bread,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Scone,afternoon,weekend
Cake,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Scone,afternoon,weekend
Cake,afternoon,weekend
Coffee,afternoon,weekend
Hot chocolate,afternoon,weekend
Cake,afternoon,weekend
Chicken Stew,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Cake,afternoon,weekend
Coffee,afternoon,weekend
Hot chocolate,afternoon,weekend
Sandwich,afternoon,weekend
Sandwich,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Sandwich,afternoon,weekend
Sandwich,afternoon,weekend
Jammie Dodgers,afternoon,weekend
Tiffin,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Bread,afternoon,weekend
Bread,afternoon,weekend
Coffee,afternoon,weekend
Cookies,afternoon,weekend
Jammie Dodgers,afternoon,weekend
Cake,afternoon,weekend
Tiffin,afternoon,weekend
Coffee,afternoon,weekend
Soup,afternoon,weekend
Coffee,afternoon,weekend
Spanish Brunch,afternoon,weekend
Spanish Brunch,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Scone,afternoon,weekend
Cake,afternoon,weekend
Tea,afternoon,weekend
Tea,afternoon,weekend
Jam,afternoon,weekend
Fudge,afternoon,weekend
Cake,afternoon,weekend
Truffles,afternoon,weekend
Coffee,morning,weekday
Coffee,morning,weekday
Pastry,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Medialuna,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Medialuna,morning,weekday
Tea,morning,weekday
Pastry,morning,weekday
Farm House,morning,weekday
Coffee,morning,weekday
Jammie Dodgers,morning,weekday
Juice,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Pastry,morning,weekday
Pastry,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Tea,morning,weekday
Tea,morning,weekday
Medialuna,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Spanish Brunch,morning,weekday
Sandwich,afternoon,weekday
Coke,afternoon,weekday
Soup,afternoon,weekday
Bread,afternoon,weekday
Soup,afternoon,weekday
Coffee,afternoon,weekday
Toast,afternoon,weekday
Granola,afternoon,weekday
Coffee,afternoon,weekday
Tea,afternoon,weekday
Tea,afternoon,weekday
Medialuna,afternoon,weekday
Jammie Dodgers,afternoon,weekday
Farm House,afternoon,weekday
Chicken Stew,afternoon,weekday
Coffee,afternoon,weekday
Tea,afternoon,weekday
Tea,afternoon,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Pastry,afternoon,weekday
Pastry,afternoon,weekday
Soup,afternoon,weekday
Chicken Stew,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Jammie Dodgers,afternoon,weekday
Truffles,afternoon,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Tea,afternoon,weekday
Tiffin,afternoon,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Bread,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Pastry,morning,weekday
Juice,morning,weekday
Tea,morning,weekday
Farm House,morning,weekday
Coffee,morning,weekday
Tea,morning,weekday
Toast,morning,weekday
Baguette,morning,weekday
Baguette,morning,weekday
Pastry,morning,weekday
Cake,morning,weekday
Truffles,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Coke,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Cookies,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Pastry,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Tea,morning,weekday
Pastry,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Scandinavian,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Baguette,afternoon,weekday
Jammie Dodgers,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Mineral water,afternoon,weekday
Coffee,afternoon,weekday
Soup,afternoon,weekday
Bread,afternoon,weekday
Pastry,afternoon,weekday
Tea,afternoon,weekday
Cookies,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Coke,afternoon,weekday
Sandwich,afternoon,weekday
Soup,afternoon,weekday
Coffee,afternoon,weekday
Farm House,afternoon,weekday
Baguette,afternoon,weekday
Scandinavian,afternoon,weekday
Pastry,afternoon,weekday
Hot chocolate,afternoon,weekday
Tea,afternoon,weekday
Sandwich,afternoon,weekday
Sandwich,afternoon,weekday
Coffee,afternoon,weekday
Tea,afternoon,weekday
Cake,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Alfajores,afternoon,weekday
Pastry,afternoon,weekday
Coffee,afternoon,weekday
Hot chocolate,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Sandwich,afternoon,weekday
Tea,afternoon,weekday
Tea,afternoon,weekday
Bread,afternoon,weekday
Alfajores,afternoon,weekday
Bread,afternoon,weekday
Spanish Brunch,afternoon,weekday
Hot chocolate,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Cookies,afternoon,weekday
Coffee,afternoon,weekday
Cake,afternoon,weekday
Tea,afternoon,weekday
Cookies,afternoon,weekday
Smoothies,afternoon,weekday
Cake,afternoon,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Vegan Feast,evening,weekday
Coffee,evening,weekday
Coffee,evening,weekday
Cake,evening,weekday
Cake,evening,weekday
Hot chocolate,evening,weekday
Tea,evening,weekday
Pastry,evening,weekday
Cake,evening,weekday
Coffee,evening,weekday
Hot chocolate,evening,weekday
Bread,evening,weekday
Tea,evening,weekday
Coffee,evening,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Tea,morning,weekday
Toast,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Alfajores,morning,weekday
Pastry,morning,weekday
Pastry,morning,weekday
Juice,morning,weekday
Coffee,morning,weekday
Baguette,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Cake,morning,weekday
Pastry,morning,weekday
Tea,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Pastry,morning,weekday
Bread,morning,weekday
Pastry,morning,weekday
Vegan mincepie,morning,weekday
Coffee,morning,weekday
Baguette,morning,weekday
Baguette,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Tea,morning,weekday
Coffee,morning,weekday
Cake,morning,weekday
Cake,morning,weekday
Toast,morning,weekday
Juice,morning,weekday
Hot chocolate,afternoon,weekday
Truffles,afternoon,weekday
Coffee,afternoon,weekday
Toast,afternoon,weekday
Hot chocolate,afternoon,weekday
Bread,afternoon,weekday
Tea,afternoon,weekday
Chicken Stew,afternoon,weekday
Chicken Stew,afternoon,weekday
Soup,afternoon,weekday
Chicken Stew,afternoon,weekday
Tea,afternoon,weekday
Tea,afternoon,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Pastry,afternoon,weekday
Mineral water,afternoon,weekday
Salad,afternoon,weekday
Duck egg,afternoon,weekday
Sandwich,afternoon,weekday
Soup,afternoon,weekday
Truffles,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Hot chocolate,afternoon,weekday
Sandwich,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Tea,afternoon,weekday
Tea,afternoon,weekday
Soup,afternoon,weekday
Chicken Stew,afternoon,weekday
Cake,afternoon,weekday
Cake,afternoon,weekday
Cookies,afternoon,weekday
Coffee,afternoon,weekday
Farm House,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Tea,afternoon,weekday
Coke,afternoon,weekday
Truffles,afternoon,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Cake,afternoon,weekday
Bread,afternoon,weekday
Tea,afternoon,weekday
Bread,afternoon,weekday
Smoothies,afternoon,weekday
Coffee,evening,weekday
Coffee,morning,weekday
Juice,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Tea,morning,weekday
Toast,morning,weekday
Coffee,morning,weekday
Jam,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Pastry,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Tea,morning,weekday
Cake,morning,weekday
Bread,morning,weekday
Hot chocolate,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Cake,morning,weekday
Bread,morning,weekday
Pastry,morning,weekday
Hot chocolate,morning,weekday
Coffee,morning,weekday
Hot chocolate,morning,weekday
Coffee,morning,weekday
Cake,morning,weekday
Coffee,morning,weekday
Toast,morning,weekday
Cake,morning,weekday
Coffee,morning,weekday
Pastry,afternoon,weekday
Pastry,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Tea,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Baguette,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Pastry,afternoon,weekday
Bread,afternoon,weekday
Pastry,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Cookies,afternoon,weekday
Coffee,afternoon,weekday
Sandwich,afternoon,weekday
Tea,afternoon,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Tea,afternoon,weekday
Tea,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Chicken Stew,afternoon,weekday
Coffee,afternoon,weekday
Sandwich,afternoon,weekday
Coffee,afternoon,weekday
Hot chocolate,afternoon,weekday
Bread,afternoon,weekday
Pastry,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Hot chocolate,afternoon,weekday
Pastry,afternoon,weekday
Coffee,afternoon,weekday
Hot chocolate,afternoon,weekday
Coffee,afternoon,weekday
Tea,afternoon,weekday
Tea,afternoon,weekday
Tea,afternoon,weekday
Coffee,afternoon,weekday
Cake,afternoon,weekday
Coffee,afternoon,weekday
Cake,afternoon,weekday
Muffin,afternoon,weekday
Bread,afternoon,weekday
Tea,afternoon,weekday
Tea,afternoon,weekday
Pastry,afternoon,weekday
Cake,afternoon,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Bread,morning,weekday
Pastry,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Toast,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Juice,morning,weekday
Cake,morning,weekday
Cookies,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Tiffin,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Pastry,morning,weekday
Pastry,morning,weekday
Pastry,morning,weekday
Pastry,morning,weekday
Bread,morning,weekday
Sandwich,morning,weekday
Coffee,morning,weekday
Fudge,morning,weekday
Scandinavian,morning,weekday
Bread,morning,weekday
Hot chocolate,morning,weekday
Fudge,morning,weekday
Fudge,morning,weekday
Coffee,morning,weekday
Alfajores,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Tea,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Pastry,morning,weekday
Coffee,morning,weekday
Tea,morning,weekday
Sandwich,morning,weekday
Coffee,morning,weekday
Cake,morning,weekday
Tiffin,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Pastry,morning,weekday
Tea,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Chicken Stew,morning,weekday
Sandwich,morning,weekday
Mineral water,morning,weekday
Cookies,afternoon,weekday
Cake,afternoon,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Pastry,afternoon,weekday
Coffee,afternoon,weekday
Eggs,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Salad,afternoon,weekday
Sandwich,afternoon,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Pastry,afternoon,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Chicken Stew,afternoon,weekday
Tea,afternoon,weekday
Cookies,afternoon,weekday
Sandwich,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Tiffin,afternoon,weekday
Alfajores,afternoon,weekday
Bread,afternoon,weekday
Pastry,afternoon,weekday
Pastry,afternoon,weekday
Tiffin,afternoon,weekday
Hot chocolate,afternoon,weekday
Spanish Brunch,afternoon,weekday
Duck egg,afternoon,weekday
Tea,afternoon,weekday
Bread,afternoon,weekday
Tea,afternoon,weekday
Soup,afternoon,weekday
Cookies,afternoon,weekday
Juice,afternoon,weekday
Muffin,afternoon,weekday
Cake,afternoon,weekday
Soup,afternoon,weekday
Sandwich,afternoon,weekday
Coffee,afternoon,weekday
Coke,afternoon,weekday
Smoothies,afternoon,weekday
Afternoon with the baker,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Sandwich,afternoon,weekday
Pastry,afternoon,weekday
Scone,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Sandwich,afternoon,weekday
Coffee,afternoon,weekday
Cookies,afternoon,weekday
Scone,afternoon,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Tiffin,afternoon,weekday
Sandwich,afternoon,weekday
Tea,afternoon,weekday
Juice,afternoon,weekday
Bread,afternoon,weekday
Afternoon with the baker,afternoon,weekday
Scone,afternoon,weekday
Coffee,afternoon,weekday
Cake,afternoon,weekday
Coffee,morning,weekend
Coffee,morning,weekend
Truffles,morning,weekend
Alfajores,morning,weekend
Scone,morning,weekend
Coffee,morning,weekend
Bread,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Scone,morning,weekend
Bread,morning,weekend
Bread,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Coke,morning,weekend
Pastry,morning,weekend
Farm House,morning,weekend
Coffee,morning,weekend
Hot chocolate,morning,weekend
Bread,morning,weekend
Pastry,morning,weekend
Scone,morning,weekend
Pastry,morning,weekend
Coffee,morning,weekend
Scone,morning,weekend
Bread,morning,weekend
Coffee,morning,weekend
Juice,morning,weekend
Tiffin,morning,weekend
Brownie,morning,weekend
Alfajores,morning,weekend
Scandinavian,morning,weekend
Bread,morning,weekend
Tea,morning,weekend
Juice,morning,weekend
Coffee,morning,weekend
Pastry,morning,weekend
Pastry,morning,weekend
Scone,morning,weekend
Coffee,morning,weekend
Muffin,morning,weekend
Scone,morning,weekend
Coffee,morning,weekend
Bread,morning,weekend
Coffee,morning,weekend
Bread,morning,weekend
Baguette,morning,weekend
Scone,morning,weekend
Medialuna,morning,weekend
Cookies,morning,weekend
Scandinavian,morning,weekend
Bread,morning,weekend
Coffee,morning,weekend
